word|jlpt_level|source
強化|N3|bunpro
強引|N3|bunpro
強気|N3|bunpro
当日|N3|bunpro
当番|N3|bunpro
形容動詞|N3|bunpro
形式|N3|bunpro
彫刻|N3|bunpro
役人|N3|bunpro
役所|N3|bunpro
役目|N3|bunpro
役者|N3|bunpro
待合室|N3|bunpro
従って|N3|waller
御中|N3|bunpro-o
御数|N3|bunpro-o
御目出度い|N3|bunpro-o
御目出度う|N3|bunpro-o
微笑|N3|bunpro
心身|N3|bunpro
必需品|N3|bunpro
応援|N3|bunpro-o
応用|N3|bunpro-o
怠る|N3|bunpro-o
性別|N3|bunpro
性能|N3|bunpro
恐縮|N3|bunpro
恩恵|N3|bunpro-o
悠々|N3|bunpro
悪戯|N3|waller
意義|N3|bunpro
感想|N3|bunpro
成分|N3|bunpro
成立|N3|bunpro
戦|N3|bunpro
扇ぐ|N3|bunpro-o
手前|N3|bunpro
手帳|N3|bunpro
抗議|N3|bunpro
折角|N3|bunpro
押さえる|N3|bunpro-o
拡充|N3|bunpro
指定|N3|bunpro
振興|N3|bunpro
捜査|N3|bunpro
捜索|N3|bunpro
採点|N3|bunpro
接続|N3|bunpro
接近|N3|bunpro
推定|N3|bunpro
摩擦|N3|bunpro
撮影|N3|bunpro
改正|N3|bunpro
改造|N3|bunpro
政党|N3|bunpro
教養|N3|bunpro
整備|N3|bunpro
整数|N3|bunpro
敷地|N3|bunpro
文体|N3|bunpro
文芸|N3|bunpro
断定|N3|bunpro
方程式|N3|bunpro
方角|N3|bunpro
方針|N3|bunpro
日日|N3|bunpro
日程|N3|bunpro
日陰|N3|bunpro
明々後日|N3|bunpro
時速|N3|bunpro
普及|N3|bunpro
書店|N3|bunpro
書籍|N3|bunpro
書道|N3|bunpro
有無|N3|bunpro
望遠鏡|N3|bunpro
木材|N3|bunpro
本来|N3|bunpro
本部|N3|bunpro
来日|N3|bunpro
東洋|N3|bunpro
東西|N3|bunpro
枕|N3|bunpro
枚数|N3|bunpro
果実|N3|bunpro
架空|N3|bunpro
校舎|N3|bunpro
案外|N3|bunpro
森林|N3|bunpro
椀|N3|bunpro
構想|N3|bunpro
構造|N3|bunpro
標準|N3|bunpro
櫛|N3|bunpro
欄|N3|bunpro
欧米|N3|bunpro-o
正門|N3|bunpro
正面|N3|bunpro
武士|N3|bunpro
死体|N3|bunpro
段階|N3|bunpro
殿|N3|bunpro
毎度|N3|bunpro
毛糸|N3|bunpro
氏名|N3|bunpro
民謡|N3|bunpro
民間|N3|bunpro
気象|N3|bunpro
気配|N3|bunpro
水曜|N3|bunpro
水産|N3|bunpro
油断|N3|bunpro
治める|N3|bunpro-o
法則|N3|bunpro
洋品店|N3|bunpro
活力|N3|bunpro
活躍|N3|bunpro
派手|N3|bunpro
流|N3|bunpro
流域|N3|bunpro
流石|N3|bunpro
浴衣|N3|bunpro
海洋|N3|bunpro
消極的|N3|bunpro
消毒|N3|bunpro
消防署|N3|bunpro
深夜|N3|bunpro
清掃|N3|bunpro
清書|N3|bunpro
温室|N3|bunpro-o
測定|N3|bunpro
湯気|N3|bunpro
満員|N3|bunpro
満点|N3|bunpro
溶岩|N3|bunpro
漁師|N3|bunpro
漁業|N3|bunpro
演劇|N3|bunpro
漢和|N3|bunpro
濃度|N3|bunpro
瀬戸物|N3|bunpro
火口|N3|bunpro
火山|N3|bunpro
灯油|N3|bunpro
災難|N3|bunpro
炭鉱|N3|bunpro
点々|N3|bunpro
為替|N3|bunpro
無地|N3|bunpro
無数|N3|bunpro
無沙汰|N3|bunpro
無限|N3|bunpro
焦点|N3|bunpro
父母|N3|bunpro
牧場|N3|bunpro
牧畜|N3|bunpro
物置|N3|bunpro-o
物騒|N3|bunpro
特定|N3|bunpro
特殊|N3|bunpro
特色|N3|bunpro
率直|N3|bunpro
理科|N3|bunpro
琴|N3|bunpro
瓦|N3|bunpro
生存|N3|bunpro
産地|N3|bunpro
甥|N3|bunpro-o
用紙|N3|bunpro
用語|N3|bunpro
用途|N3|bunpro
申請|N3|bunpro
発売|N3|bunpro
発射|N3|bunpro
発想|N3|bunpro
発揮|N3|bunpro
発条|N3|bunpro
発電|N3|bunpro
白髪|N3|bunpro
的|N3|bunpro
的確|N3|bunpro
皮膚|N3|bunpro
盆|N3|bunpro
盆地|N3|bunpro
益々|N3|bunpro
盗難|N3|bunpro
目上|N3|bunpro
目下|N3|bunpro
目印|N3|bunpro
目安|N3|bunpro
目次|N3|bunpro
直前|N3|bunpro
直後|N3|bunpro
直線|N3|bunpro
直角|N3|bunpro
相互|N3|bunpro
相撲|N3|bunpro
相違|N3|bunpro
省略|N3|bunpro
看板|N3|bunpro
真っ青|N3|bunpro-o
矛盾|N3|bunpro
矢印|N3|bunpro
知人|N3|bunpro
短期|N3|bunpro
研修|N3|bunpro
碗|N3|bunpro
神話|N3|bunpro
祭日|N3|bunpro
私立|N3|bunpro
私鉄|N3|bunpro
秤|N3|bunpro
移転|N3|bunpro
稀|N3|bunpro
空中|N3|bunpro
窓口|N3|bunpro
童話|N3|bunpro
競馬|N3|bunpro
筆者|N3|bunpro
筆記|N3|bunpro
箇所|N3|bunpro
箒|N3|bunpro
算盤|N3|bunpro
純情|N3|bunpro
純粋|N3|bunpro
紙屑|N3|bunpro
紙幣|N3|bunpro
素人|N3|bunpro
素直|N3|bunpro-o
紺|N3|bunpro
終了|N3|bunpro
経度|N3|bunpro
給与|N3|bunpro
統一|N3|bunpro
統計|N3|bunpro
継続|N3|bunpro
続々|N3|bunpro
総理大臣|N3|bunpro
編集|N3|bunpro
縮小|N3|bunpro
繁栄|N3|bunpro
羊毛|N3|bunpro
群|N3|bunpro
職人|N3|bunpro
肌着|N3|bunpro
肘|N3|bunpro
育児|N3|bunpro
胡椒|N3|bunpro
脂|N3|bunpro
脅かす|N3|bunpro-o
膨大|N3|bunpro
臨時|N3|bunpro
自己|N3|bunpro
自治|N3|bunpro
自衛|N3|bunpro
至急|N3|bunpro
花嫁|N3|bunpro
花火|N3|bunpro
芸能|N3|bunpro
苛々|N3|bunpro
苦情|N3|bunpro
落第|N3|bunpro
著|N3|bunpro
葬式|N3|bunpro
蓮|N3|bunpro
薬品|N3|bunpro
薬局|N3|bunpro
薬缶|N3|bunpro
虹|N3|bunpro
血液|N3|bunpro
行事|N3|bunpro
行員|N3|bunpro
街角|N3|bunpro
裁縫|N3|bunpro
補償|N3|bunpro
製|N3|bunpro
製作|N3|bunpro
複写|N3|bunpro
要旨|N3|bunpro
要領|N3|bunpro
見下ろす|N3|bunpro-o
見学|N3|bunpro
見本|N3|bunpro
見直す|N3|bunpro-o
見舞|N3|bunpro
見送る|N3|bunpro-o
親類|N3|bunpro
観|N3|bunpro
観測|N3|bunpro
角度|N3|bunpro
解放|N3|bunpro
解散|N3|bunpro
解説|N3|bunpro
診断|N3|bunpro
評論|N3|bunpro
課税|N3|bunpro
調整|N3|bunpro
謙遜|N3|bunpro
講師|N3|bunpro
警備|N3|bunpro
貨物|N3|bunpro
貸間|N3|bunpro
資料|N3|bunpro
資格|N3|bunpro
賞金|N3|bunpro
賢明|N3|bunpro
超過|N3|bunpro
身分|N3|bunpro
車庫|N3|bunpro
車掌|N3|bunpro
転々|N3|bunpro
輸血|N3|bunpro
輸送|N3|bunpro
農村|N3|bunpro
農産物|N3|bunpro
農薬|N3|bunpro
述語|N3|bunpro
追いかける|N3|bunpro-o
追加|N3|bunpro
送り仮名|N3|bunpro-o
透明|N3|bunpro
通り掛かる|N3|bunpro-o
通勤|N3|bunpro
通知|N3|bunpro
通訳|N3|bunpro
通貨|N3|bunpro
通路|N3|bunpro
造船|N3|bunpro
連合|N3|bunpro
進路|N3|bunpro
遊園地|N3|bunpro
過剰|N3|bunpro
過半数|N3|bunpro
過失|N3|bunpro
過程|N3|bunpro
道順|N3|bunpro
部|N3|bunpro
部品|N3|bunpro
郵送|N3|bunpro
都心|N3|bunpro
重たい|N3|bunpro-o
重点|N3|bunpro
重量|N3|bunpro
野党|N3|bunpro
金魚|N3|bunpro
釘|N3|bunpro
針金|N3|bunpro
銅|N3|bunpro
銘々|N3|bunpro
鋏|N3|bunpro
錆|N3|bunpro
録音|N3|bunpro-o
長女|N3|bunpro
長所|N3|bunpro
長男|N3|bunpro
長短|N3|bunpro
開会|N3|bunpro
開放|N3|bunpro
防止|N3|bunpro
防犯|N3|bunpro
限度|N3|bunpro
障子|N3|bunpro
雄|N3|bunpro-o
集会|N3|bunpro
集合|N3|bunpro
集金|N3|bunpro
雑巾|N3|bunpro
零点|N3|bunpro
電力|N3|bunpro
電柱|N3|bunpro
電波|N3|bunpro
露|N3|bunpro
青少年|N3|bunpro
面積|N3|bunpro
頂点|N3|bunpro
項目|N3|bunpro
順々|N3|bunpro
領事|N3|bunpro
領収|N3|bunpro
頭脳|N3|bunpro
風呂敷|N3|bunpro
養分|N3|bunpro
香水|N3|bunpro
驚かす|N3|bunpro-o
高度|N3|bunpro
高等|N3|bunpro
高級|N3|bunpro
おっかない|N2|bunpro-o
おどおど|N2|bunpro-o
お供|N2|bunpro-o
お宮|N2|bunpro-o
お得|N2|bunpro-o
お産|N2|bunpro-o
お負け|N2|bunpro-o
お辞儀|N2|bunpro-o
侵す|N2|bunpro-o
出直し|N2|bunpro-o
前置き|N2|bunpro-o
厳か|N2|bunpro-o
及び|N2|bunpro-o
及ぶ|N2|bunpro-o
反応|N2|bunpro-o
同い年|N2|bunpro-o
大ざっぱ|N2|bunpro-o
大幅|N2|bunpro-o
大空|N2|bunpro-o
大筋|N2|bunpro-o
大金|N2|bunpro-o
対応|N2|bunpro-o
尾|N2|bunpro-o
帯びる|N2|bunpro-o
引き起こす|N2|bunpro-o
思いがけない|N2|bunpro-o
思いつき|N2|bunpro-o
思いつく|N2|bunpro-o
恐らく|N2|bunpro-o
愚か|N2|bunpro-o
教え|N2|bunpro-o
於て|N2|bunpro-o
時折|N2|bunpro-o
曖昧|N2|waller
治まる|N2|bunpro-o
滞る|N2|bunpro-o
煽てる|N2|bunpro-o
片思い|N2|bunpro-o
犯す|N2|bunpro-o
第一|N2|waller
絨毯|N2|waller
織る|N2|bunpro-o
老いる|N2|bunpro-o
脅す|N2|bunpro-o
臍|N2|waller
落ち着き|N2|bunpro-o
落ち着く|N2|bunpro-o
落とし物|N2|bunpro-o
襲う|N2|bunpro-o
訪れる|N2|bunpro-o
負う|N2|bunpro-o
遅くとも|N2|bunpro-o
遅らす|N2|bunpro-o
遅れ|N2|bunpro-o
零れる|N2|waller
顔つき|N2|bunpro-o
驚き|N2|bunpro-o
鬱陶しい|N2|bunpro-o
おっしゃる通り|N1|bunpro-o
おっちょこちょい|N1|bunpro-o
お互い様|N1|bunpro-o
お仕舞い|N1|bunpro-o
お出で|N1|bunpro-o
お勧め|N1|bunpro-o
お呪い|N1|bunpro-o
さて置く|N1|bunpro-o
その通り|N1|bunpro-o
に於ける|N1|bunpro-o
モテ女|N1|bunpro-o
モテ男|N1|bunpro-o
不協和音|N1|bunpro-o
主なる|N1|bunpro-o
仕置|N1|bunpro-o
似顔|N1|bunpro-o
似顔絵|N1|bunpro-o
名付け親|N1|bunpro-o
大人数|N1|bunpro-o
大声|N1|bunpro-o
奥深い|N1|bunpro-o
女の子の日|N1|bunpro-o
女嫌い|N1|bunpro-o
女将|N1|bunpro-o
女神|N1|bunpro-o
己|N1|bunpro-o
庵|N1|bunpro-o
後押し|N1|bunpro-o
応援者|N1|bunpro-o
応答|N1|bunpro-o
快音|N1|bunpro-o
思いやる|N1|bunpro-o
思い出の品|N1|bunpro-o
怨霊|N1|bunpro-o
恐る恐る|N1|bunpro-o
恩返し|N1|bunpro-o
抑え|N1|bunpro-o
折り紙|N1|bunpro-o
持ち直す|N1|bunpro-o
於ける|N1|bunpro-o
横断歩道|N1|bunpro-o
気負い|N1|bunpro-o
海王星|N1|bunpro-o
潤い|N1|bunpro-o
狼|N1|bunpro-o
生い立ち|N1|bunpro-o
生う|N1|bunpro-o
甥っ子|N1|bunpro-o
目を通す|N1|bunpro-o
織り|N1|bunpro-o
自己嫌悪|N1|bunpro-o
良かれと思う|N1|bunpro-o
落ち|N1|bunpro-o
落とし穴|N1|bunpro-o
装う|N1|bunpro-o
見覚え|N1|bunpro-o
見覚える|N1|bunpro-o
見通す|N1|bunpro-o
負け惜しみ|N1|bunpro-o
雌牛|N1|bunpro-o
面舵|N1|bunpro-o
音声|N1|bunpro-o
音訓|N1|bunpro-o
音読み|N1|bunpro-o
音量|N1|bunpro-o
顔をつぶす|N1|bunpro-o
香る|N1|bunpro-o
魚釣り|N1|bunpro-o
屋|N5|manual
お出かけ|N4|manual
点く|N3|manual
曲がる|N5|manual
明るい|N5|manual
それだけ|N5|manual
東京|N5|manual
ありがとう|N5|manual
後で|N4|manual
もう少し|N4|manual
かしこまる|N1|manual
かしこまりました|N4|manual
別々|N3|manual
平仮名|N5|manual
お待ちください|N3|manual
引っ越し|N4|manual
いちいち|N3|manual
すぐ|N5|manual
美術|N4|manual
生け花|N3|manual
船便|N3|manual
点ける|N5|manual
あたためる|N3|manual
ものすごい|N4|manual
定食|N4|manual
時刻表|N3|manual
洗い物|N3|manual
おすすめ|N3|manual
父さん|N4|manual
ブロッコリー|N5|manual
おじいちゃん|N4|manual
アイフォン|N5|manual
可愛すぎ|N4|manual
アイディア|N4|manual
イヤホン|N3|manual
サラダ油|N3|manual
すぎ|N3|manual
ずらす|N3|manual
ぺこぺこ|N3|manual
ポスター|N4|manual
もてる|N3|manual
上り|N3|manual
付き合う|N4|manual
先々週|N3|manual
出入り口|N3|manual
出迎える|N3|manual
助かる|N3|manual
塩辛い|N3|manual
大きめ|N3|manual
撫でる|N3|manual
日にち|N3|manual
湿度|N3|manual
溢れる|N3|manual
潰れる|N3|manual
緩い|N3|manual
蒸し暑い|N3|manual
話し掛ける|N3|manual
貯める|N3|manual
零す|N3|manual
預かる|N3|manual
締め切り|N4|manual
崩れる|N3|manual
梅干し|N3|manual
無駄遣い|N3|manual
相変わらず|N3|manual
繋がる|N3|manual
貸し出し|N3|manual
出張|N3|manual
ひっくり返す|N2|manual
にわか雨|N2|manual
からから|N2|manual
入館|N2|manual
冬日|N2|manual
残り物|N3|manual
太め|N3|manual
聞き取る|N3|manual
もらう|N5|manual
聞き返す|N3|manual
退かす|N2|manual
正社員|N3|manual
熱する|N3|manual
熱す|N3|manual
わあ|N5|manual
えっ|N5|manual
いた事|N4|manual
ウーロン茶|N4|manual
おっちゃん|N2|manual
おりたためる|N2|manual
すぐす|N5|manual
たった今|N4|manual
づらい|N3|manual
とまれ|N4|manual
とんこつ|N4|manual
なかせる|N3|manual
へえー|N3|manual
みまわる|N3|manual
わぁ|N3|manual
単品|N3|manual
同文|N3|manual
姉ちゃん|N3|manual
嫁さん|N3|manual
子沢山|N2|manual
強がる|N3|manual
手作業|N3|manual
日本円|N4|manual
来す|N3|manual
来たす|N4|manual
水ぼうそう|N3|manual
父上|N2|manual
短パン|N3|manual
空耳|N2|manual
網棚|N3|manual
自信満々|N2|manual
行かす|N3|manual
話し手|N3|manual
重金属|N2|manual
なあんだ|N2|manual
以上|N4|manual
超新星|N2|manual
持ち運ぶ|N3|manual
あかるみに出る|N2|manual-notes
暴く|N2|manual-notes
削除する|N3|manual-notes
保有する|N2|manual-notes
覚え込む|N3|manual-notes
卒業論文|N2|manual-notes
終わらせる|N4|manual-notes
想像上|N2|manual-notes
かかりつけ|N3|manual-notes
相談する|N3|manual-notes
掛け持ちする|N3|manual-notes
禁止する|N3|manual-notes
部活動|N4|manual-notes
かわいげ|N2|manual-notes
くせ毛|N3|manual-notes
手が離せない|N3|manual-notes
万々歳|N2|manual-notes
耐え抜く|N2|manual-notes
実証する|N2|manual-notes
ダサい|N3|manual-notes
医科大学|N2|manual-notes
とっくの昔|N3|manual-notes
読み始める|N4|manual-notes
大罪|N1|manual-notes
解する|N1|manual-notes
憎まれる|N3|manual-notes
塗りたて|N3|manual-notes
眠り込む|N3|manual-notes
晴れ上がる|N3|manual-notes
ひなびる|N2|manual-notes
ポイ捨て|N3|manual-notes
道義的|N2|manual-notes
好かれる|N4|manual-notes
お人よし|N3|manual-notes
油まみれ|N3|manual-notes
野猫|N3|manual-notes
以前に|N3|manual-notes
拝借する|N2|manual-notes
礼儀知らず|N2|manual-notes
途中で|N4|manual-notes
退席|N3|manual-notes
しょぼい|N3|manual-notes
読みかけ|N3|manual-notes
人懐こい|N2|manual-notes
総株主|N2|manual-notes
古びる|N3|manual-notes
海岸沿い|N3|manual-notes
ひなびた|N2|manual-notes
廃位|N1|manual-notes
無病息災|N2|manual-notes
抱きしめる|N4|manual-notes
押し通す|N2|manual-notes
捕食|N2|manual-notes
揚げたて|N3|manual-notes
揶揄|N1|manual-notes
戦い抜く|N2|manual-notes
勝ち取る|N2|manual-notes
文字種|N2|manual-notes
第二言語|N2|manual-notes
春めく|N2|manual-notes
愛のムチ|N3|manual-notes
暴言|N3|manual-notes
根こそぎ|N2|manual-notes
泣き寝入り|N2|manual-notes
泥まみれ|N3|manual-notes
炊き上がる|N3|manual-notes
無下に|N2|manual-notes
焦げくさい|N2|manual-notes
焼き立て|N3|manual-notes
煌めく|N2|manual-notes
牛耳る|N2|manual-notes
完全に|N4|manual-notes
理解し合う|N3|manual-notes
古代人|N2|manual-notes
畏敬|N1|manual-notes
抱かせる|N3|manual-notes
睫毛|N2|manual-notes
知り抜く|N2|manual-notes
社風|N2|manual-notes
禁書目録|N1|manual-notes
立ち向かう|N3|manual-notes
組み敷く|N2|manual-notes
身体中|N3|manual-notes
めった打ち|N2|manual-notes
羽振り|N2|manual-notes
脂っこい|N3|manual-notes
高くつく|N3|manual-notes
菓子パン|N3|manual-notes
存在する|N3|manual-notes
薬効|N2|manual-notes
偽薬|N2|manual-notes
行きがけ|N3|manual-notes
二年おき|N3|manual-notes
買い替える|N3|manual-notes
贋作|N2|manual-notes
身ぐるみ|N2|manual-notes
轍|N1|manual-notes
逃げ込む|N3|manual-notes
期限内|N3|manual-notes
逆鱗に触れる|N2|manual-notes
通りがけ|N3|manual-notes
酒癖|N3|manual-notes
金メダル|N4|manual-notes
釣り糸|N3|manual-notes
駆け出す|N3|manual-notes
魔法使い|N3|manual-notes
鳥かご|N3|manual-notes
座り込む|N3|manual-notes
話し込む|N3|manual-notes
取り合う|N3|manual-notes
駄々をこねる|N3|manual-notes
序章|N3|manual-notes
死にかける|N3|manual-notes
やっぱ|N4|manual-notes
きたねー|N4|manual-notes
はえー|N5|manual-notes
よえー|N5|manual-notes
チーッス|N5|manual-notes
チワッス|N4|manual-notes
ディス|N3|manual-notes
ディスる|N3|manual-notes
ムカツク|N3|manual-notes
マジデ|N3|manual-notes
マジデムカツク|N3|manual-notes
ゴスロリファッション|N2|manual-notes
キモッ|N4|manual-notes
ねみー|N4|manual-notes
またー|N5|manual-notes
ウォーミングアップ|N3|manual-notes
アオガエル|N3|manual-notes
メンバーズカード|N3|manual-notes
バッチリ|N3|manual-notes
ホラ|N5|manual-notes
カチンコチン|N3|manual-notes
ラーメン|N5|manual-notes
メイクアップ|N3|manual-notes
ルーター|N3|manual-notes
アップデート|N3|manual-notes
アイスティー|N5|manual-notes
ラーメンパワーメイクアップ|N3|manual-notes
ニューヨーク|N5|solution-auto
ワシントン|N5|solution-auto
アメリカ合衆国|N3|solution-auto
合|N3|solution-auto
衆|N1|solution-auto
国|N5|solution-auto
カリフォルニア|N5|solution-auto
ロサンゼルス|N5|solution-auto
アラブ首長国連邦|N2|solution-auto
ドバイ|N5|solution-auto
アルゼンチン共和国|N3|solution-auto
和|N3|solution-auto
イエバエ|N3|solution-auto
イギリス|N5|solution-auto
ロンドン|N5|solution-auto
イグアナ|N3|solution-auto
トカゲ|N5|solution-auto
イスラム教|N3|solution-auto
教典|N1|solution-auto
イタリア|N5|solution-auto
ローマ|N5|solution-auto
イモリ|N3|solution-auto
両生類|N3|solution-auto
インディゴカラー|N3|solution-auto
インテリア|N3|solution-auto
デザイナー|N3|solution-auto
インド|N5|solution-auto
ニューデリー|N5|solution-auto
ヒンズー教|N3|solution-auto
ウインドウズ|N5|solution-auto
インストール|N3|solution-auto
ウエディングドレス|N3|solution-auto
ウォークインクローゼット|N2|solution-auto
ウミガメ|N3|solution-auto
うるう年|N3|solution-auto
年|N5|solution-auto
オーストラリア|N5|solution-auto
ニュージーランド|N5|solution-auto
ケアンズ|N5|solution-auto
シドニー|N5|solution-auto
オックスフォード|N5|solution-auto
学園都市|N3|solution-auto
ガーリックブレッド|N3|solution-auto
ガールフレンド|N5|solution-auto
見限る|N3|solution-auto
カップル|N5|solution-auto
べたべた|N3|solution-auto
カナダ|N5|solution-auto
日|N5|solution-auto
カフェラテ|N5|solution-auto
ショート|N3|solution-auto
カンムリウズラ|N2|solution-auto
グンタイアリ|N2|solution-auto
コーラン|N3|solution-auto
コオロギ|N4|solution-auto
コメディ|N3|solution-auto
ミュージカル|N3|solution-auto
サスペンス|N3|solution-auto
スリラー|N3|solution-auto
ザトウクジラ|N2|solution-auto
サプライズパーティー|N3|solution-auto
する|N5|solution-auto
サンドレス|N3|solution-auto
シートベルト|N5|solution-auto
システム|N3|solution-auto
エンジニア|N3|solution-auto
ライター|N3|solution-auto
海峡|N1|solution-auto
シャンプー|N5|solution-auto
リンス|N5|solution-auto
シロナガスクジラ|N2|solution-auto
スウェーデン|N5|solution-auto
オランダ|N5|solution-auto
王国|N3|solution-auto
スクーター|N3|solution-auto
スタバ|N5|solution-auto
スペイン|N5|solution-auto
マドリード|N5|solution-auto
ピレネー山脈|N3|solution-auto
国々|N5|solution-auto
切り離す|N2|solution-auto
ターミナル|N3|solution-auto
タイ|N5|solution-auto
バンコク|N5|solution-auto
タンカー|N3|solution-auto
入港|N3|solution-auto
ティーカップ|N5|solution-auto
ソーサー|N3|solution-auto
トム|N5|solution-auto
最強|N3|solution-auto
見える|N5|solution-auto
愛する|N3|solution-auto
今|N5|solution-auto
一人|N5|solution-auto
作り笑い|N3|solution-auto
忘れる|N3|solution-auto
格好いい|N3|solution-auto
渋る|N1|solution-auto
男前|N3|solution-auto
興味津々|N1|solution-auto
青ざめる|N3|solution-auto
高血圧|N2|solution-auto
トラベラーズチェック|N2|solution-auto
レシート|N5|solution-auto
ドレッシング|N5|solution-auto
ネット|N5|solution-auto
オークション|N3|solution-auto
腕時計|N4|solution-auto
落札|N2|solution-auto
ハーブ|N3|solution-auto
スパイス|N3|solution-auto
ハグ|N5|solution-auto
ハゲワシ|N2|solution-auto
バスケットボール|N5|solution-auto
バナナ|N5|solution-auto
ブレッド|N3|solution-auto
メロン|N5|solution-auto
ハロウィン|N5|solution-auto
一夜|N4|solution-auto
明ける|N4|solution-auto
ビーチ|N5|solution-auto
バレーボール|N5|solution-auto
ビデオ|N5|solution-auto
テープ|N5|solution-auto
ファーストフード|N5|solution-auto
レストラン|N5|solution-auto
トマト|N5|solution-auto
ブルーベリー|N5|solution-auto
マフィン|N5|solution-auto
ヨーグルト|N5|solution-auto
プルーン|N3|solution-auto
デニッシュ|N3|solution-auto
ペパーミント|N3|solution-auto
キャンディー|N5|solution-auto
支社|N3|solution-auto
ジョンソン|N5|solution-auto
連邦共和国|N1|solution-auto
フランス|N5|solution-auto
サーカス|N3|solution-auto
来る|N5|solution-auto
隣接する|N1|solution-auto
ヘリ|N3|solution-auto
山中|N4|solution-auto
不時着|N4|solution-auto
ホオジロザメ|N2|solution-auto
ボクシング|N3|solution-auto
リング|N5|solution-auto
ホタル|N3|solution-auto
麦畑|N2|solution-auto
飛び回る|N3|solution-auto
ホット|N5|solution-auto
ココア|N5|solution-auto
マネージャー|N3|solution-auto
経理|N3|solution-auto
ミックス|N3|solution-auto
ナッツ|N5|solution-auto
フルーツ|N5|solution-auto
ミツバチ|N3|solution-auto
ミニスカート|N5|solution-auto
メール|N5|solution-auto
アドレス|N5|solution-auto
メキシコ|N5|solution-auto
春休み|N4|solution-auto
メリークリスマス|N5|solution-auto
夏子|N5|solution-auto
マップ|N5|solution-auto
ヨガ|N5|solution-auto
マット|N5|solution-auto
ラッキー|N5|solution-auto
洗い流す|N3|solution-auto
ルート|N5|solution-auto
レーザー|N3|solution-auto
プリンター|N5|solution-auto
レタス|N5|solution-auto
一玉|N2|solution-auto
キャベツ|N5|solution-auto
七十七|N5|solution-auto
ガロン|N3|solution-auto
ゲート|N5|solution-auto
何番|N5|solution-auto
コーヒー|N5|solution-auto
牛乳|N5|solution-auto
入れる|N5|solution-auto
二日間|N5|solution-auto
寝る|N5|solution-auto
リストアップ|N3|solution-auto
どういたしまして|N5|solution-auto
え|N5|solution-auto
おっ|N5|solution-auto
月曜日|N5|solution-auto
休む|N5|solution-auto
五十六|N5|solution-auto
三十一|N5|solution-auto
しょんぼり|N3|solution-auto
どうした|N5|solution-auto
ばっちり|N3|solution-auto
これ|N5|solution-auto
二十一|N5|solution-auto
二十分後|N5|solution-auto
百万|N5|solution-auto
やばい|N3|solution-auto
くつろぐ|N3|solution-auto
一日|N5|solution-auto
天ぷら|N5|solution-auto
月見|N3|solution-auto
みじん切り|N4|solution-auto
一|N5|solution-auto
億|N2|solution-auto
七|N5|solution-auto
三|N5|solution-auto
下|N5|solution-auto
館|N4|solution-auto
中|N5|solution-auto
教|N4|solution-auto
本|N5|solution-auto
土|N5|solution-auto
央|N2|solution-auto
主|N4|solution-auto
寝|N3|solution-auto
室|N4|solution-auto
二|N5|solution-auto
人|N5|solution-auto
位|N3|solution-auto
五|N5|solution-auto
十|N5|solution-auto
千|N5|solution-auto
札|N2|solution-auto
前|N5|solution-auto
伊|N1|solution-auto
藤|N1|solution-auto
八|N5|solution-auto
六|N5|solution-auto
万|N5|solution-auto
葉|N3|solution-auto
右|N5|solution-auto
手|N4|solution-auto
折|N3|solution-auto
耳|N3|solution-auto
級|N1|solution-auto
四|N5|solution-auto
百|N5|solution-auto
さま|N3|solution-auto
九|N5|solution-auto
九十|N5|solution-auto
五十|N5|solution-auto
八十|N5|solution-auto
三十|N5|solution-auto
その|N5|solution-auto
わたし|N5|solution-auto
名前|N5|solution-auto
七十|N5|solution-auto
東|N5|solution-auto
海|N4|solution-auto
岸|N2|solution-auto
西|N5|solution-auto
勉強|N5|solution-auto
好き|N5|solution-auto
また|N5|solution-auto
二十|N5|solution-auto
システムエンジニア|N3|manual-notes
こりゃ|N5|manual-notes
にじゅっぷんご|N5|manual-notes
げつようび|N5|manual-notes
ばっちい|N3|manual-notes
きょうする|N5|manual-notes
びはやすむ|N5|manual-notes
ぴゃく|N5|manual-notes
ぴゃくいちまん|N5|manual-notes
さんぜん|N5|manual-notes
みなかった|N5|manual-notes
パイナップル|N5|manual-notes
きらい|N5|manual-notes
ひりひり|N3|manual-notes
ゲット|N4|manual-notes
へいき|N5|manual-notes
平気|N5|manual-notes
へーき|N5|manual-notes
怪我人|N4|manual-notes
茹でだこ|N2|manual-notes
茹だこ|N2|manual-notes
そばかす|N2|manual-notes
今日は|N5|manual-solutions
何時|N5|manual-solutions
何分|N5|manual-solutions
何か|N4|manual-solutions
何も|N4|manual-solutions
お世話|N3|manual-solutions
お世話になりました|N3|manual-solutions
おめでとうございます|N4|manual-solutions
ありがとうございます|N5|manual-solutions
ございます|N5|manual-solutions
おめでとう|N4|manual-solutions
初めに|N3|manual-solutions
