word|kana|jlpt_level
グリーン||N5
グレー||N5
ケーキ||N5
ゲーム||N5
コップ||N5
コピー||N5
コレクション||N5
コンサート||N5
コンセント||N5
コンビニ||N5
コンピューター||N5
コーチ||N5
コーヒー||N5
ゴロゴロ||N5
ゴールド||N5
サッカー||N5
サボる||N5
サラダ||N5
サークル||N5
サーフィン||N5
シェフ||N5
シャツ||N5
シャワー||N5
シャワーを浴|あ|N5
シリーズ||N5
シルバー||N5
ジャンル||N5
ジャーナリスト||N5
ジュース||N5
スイカ||N5
スイッチ||N5
スカート||N5
スキー||N5
ステーキ||N5
ストレス||N5
ストーブ||N5
スプーン||N5
スポーツ||N5
スマホ||N5
スーツ||N5
スーパー||N5
ズボン||N5
セーター||N5
タクシー||N5
タバコ||N5
タバコを吸|す|N5
ダイエット||N5
チケット||N5
ツアー||N5
テスト||N5
テレビ||N5
テーブル||N5
テープレコーダー||N5
デパート||N5
デート||N5
トイレ||N5
トマト||N5
ドア||N5
ドライブ||N5
ナイフ||N5
ニュース||N5
ノート||N5
ハラルフード||N5
ハンカチ||N5
ハンバーガー||N5
バス||N5
バス停|てい|N5
バンド||N5
バーベキュー||N5
パソコン||N5
パン||N5
パーティー||N5
ビル||N5
ビール||N5
ピアノ||N5
ピザ||N5
ピーナッツ||N5
フィルム||N5
フォーク||N5
プール||N5
ベッド||N5
ペン||N5
ページ||N5
ホストファミリー||N5
ホテル||N5
ホラー||N5
ホーム||N5
ボランティア||N5
ポケット||N5
ママ||N5
メニュー||N5
メートル||N5
メール||N5
ラジオ||N5
リットル||N5
レコード||N5
レジ||N5
レストラン||N5
レポート||N5
ワイン||N5
ヶ月|かげつ|N5
一|ひと|N5
一人|ひとり|N5
一号車|いちごうしゃ|N5
一年|いちねん|N5
一年生|いちねんせい|N5
一昨年|おととし|N5
一昨日|おととい|N5
一月|いちがつ|N5
一番|いちばん|N5
一緒|いっしょ|N5
丁寧|ていねい|N5
万年筆|まんねんひつ|N5
丈夫|じょうぶ|N5
三|みっ|N5
上|うえ|N5
上手|じょうず|N5
上着|うわぎ|N5
下|した|N5
下手|へた|N5
下痢|げり|N5
下着|したぎ|N5
世界|せかい|N5
両親|りょうしん|N5
中|なか|N5
中国|ちゅうごく|N5
丸|まる|N5
主婦|しゅふ|N5
久|ひさ|N5
乗|の|N5
乗車券|じょうしゃけん|N5
乾杯|かんぱい|N5
予約|よやく|N5
事|こと|N5
二|ふた|N5
二三日|にさんにち|N5
二人|ふたり|N5
二十歳|はたち|N5
二日酔|ふつかよ|N5
二時半|にじはん|N5
二週間前|にしゅうかんまえ|N5
交差点|こうさてん|N5
交番|こうばん|N5
交通系|こうつうけい|N5
人|じん|N5
人々|ひとびと|N5
人参|にんじん|N5
人口|じんこう|N5
人気|にんき|N5
今|いま|N5
今学期|こんがっき|N5
今年|ことし|N5
今度|こんど|N5
今日|きょう|N5
今晩|こんばん|N5
今月|こんげつ|N5
今朝|けさ|N5
今週|こんしゅう|N5
仕事|しごと|N5
他|ほか|N5
付|つ|N5
代|だい|N5
以内|いない|N5
休|やす|N5
会|あ|N5
会社|かいしゃ|N5
会社員|かいしゃいん|N5
会話|かいわ|N5
会議|かいぎ|N5
低|ひく|N5
住|す|N5
住所|じゅうしょ|N5
体|からだ|N5
体調|たいちょう|N5
何|なに|N5
余|あま|N5
作|つく|N5
作家|さっか|N5
作文|さくぶん|N5
使|つか|N5
例|たと|N5
便利|べんり|N5
保険証|ほけんしょう|N5
信号|しんごう|N5
借|か|N5
傘|かさ|N5
働|はたら|N5
僕|ぼく|N5
優|やさ|N5
元気|げんき|N5
兄|あに|N5
兄弟|きょうだい|N5
先|さき|N5
先月|せんげつ|N5
先生|せんせい|N5
先輩|せんぱい|N5
先週|せんしゅう|N5
入|はい|N5
入口|いりぐち|N5
全然|ぜんぜん|N5
全部|ぜんぶ|N5
八百屋|やおや|N5
公園|こうえん|N5
公開|こうかい|N5
共通語|きょうつうご|N5
内科|ないか|N5
円|えん|N5
再来年|さらいねん|N5
再来月|さらいげつ|N5
再来週|さらいしゅう|N5
写真|しゃしん|N5
冬|ふゆ|N5
冷|つめ|N5
冷蔵庫|れいぞうこ|N5
凄|すご|N5
出|で|N5
出口|でぐち|N5
出来|でき|N5
出身|しゅっしん|N5
分|わ|N5
切|き|N5
切手|きって|N5
切符|きっぷ|N5
初|はじ|N5
別|べつ|N5
前|まえ|N5
力|ちから|N5
勉強|べんきょう|N5
動|うご|N5
動物|どうぶつ|N5
動物園|どうぶつえん|N5
勤|つと|N5
北|きた|N5
医者|いしゃ|N5
午前|ごぜん|N5
午前中|ごぜんちゅう|N5
午後|ごご|N5
半|はん|N5
半分|はんぶん|N5
南|みなみ|N5
単語|たんご|N5
危|あぶ|N5
危険|きけん|N5
卵|たまご|N5
厚|あつ|N5
去年|きょねん|N5
友達|ともだち|N5
取|と|N5
受|う|N5
受付|うけつけ|N5
口|くち|N5
古|ふる|N5
可哀想|かわいそう|N5
可愛|かわい|N5
台所|だいどころ|N5
右|みぎ|N5
右側|みぎがわ|N5
叶|かな|N5
合|あ|N5
同|おな|N5
名前|なまえ|N5
吐|は|N5
向|む|N5
吸|す|N5
吹|ふ|N5
呼|よ|N5
咲|さ|N5
咳|せき|N5
問題|もんだい|N5
喫茶店|きっさてん|N5
嘘|うそ|N5
困|こま|N5
図書館|としょかん|N5
国|くに|N5
土曜日|どようび|N5
地図|ちず|N5
地蔵|じぞう|N5
城|しろ|N5
塩|しお|N5
塾|じゅく|N5
声|こえ|N5
売|う|N5
売店|ばいてん|N5
夏|なつ|N5
夏休|なつやす|N5
夕方|ゆうがた|N5
夕飯|ゆうはん|N5
外|そと|N5
外国|がいこく|N5
外国人|がいこくじん|N5
外科|げか|N5
多|おお|N5
多分|たぶん|N5
夜|よる|N5
夢|ゆめ|N5
大|おお|N5
大丈夫|だいじょうぶ|N5
大事|だいじ|N5
大人|おとな|N5
大使館|たいしかん|N5
大切|たいせつ|N5
大勢|おおぜい|N5
大変|たいへん|N5
大好|だいす|N5
大嫌|だいきら|N5
大学|だいがく|N5
大学生|だいがくせい|N5
大学院生|だいがくいんせい|N5
大抵|たいてい|N5
天|てん|N5
天気|てんき|N5
天気予報|てんきよほう|N5
太|ふと|N5
奥|おく|N5
女|おんな|N5
好|す|N5
妹|いもうと|N5
姉|あね|N5
始|はじ|N5
娘|むすめ|N5
嫌|きら|N5
嬉|うれ|N5
子|こ|N5
子供|こども|N5
字引|じびき|N5
季節|きせつ|N5
学割|がくわり|N5
学校|がっこう|N5
学生|がくせい|N5
安|やす|N5
定期券|ていきけん|N5
客|きゃく|N5
家|いえ|N5
家事|かじ|N5
家具|かぐ|N5
家族|かぞく|N5
家賃|やちん|N5
宿題|しゅくだい|N5
寂|さび|N5
寒|さむ|N5
寝|ね|N5
寺|てら|N5
寿司|すし|N5
封筒|ふうとう|N5
小|ちい|N5
小学生|しょうがくせい|N5
少|すこ|N5
居|い|N5
履|は|N5
山|やま|N5
山道|やまみち|N5
島|しま|N5
川|かわ|N5
左|ひだり|N5
左側|ひだりがわ|N5
差|さ|N5
帰|かえ|N5
帽子|ぼうし|N5
平日|へいじつ|N5
年|とし|N5
年生|ねんせい|N5
幸|しあわ|N5
幾|いく|N5
広|ひろ|N5
店|みせ|N5
店員|てんいん|N5
度|ど|N5
座|すわ|N5
建物|たてもの|N5
弁当|べんとう|N5
引|ひ|N5
弟|おとうと|N5
弱|よわ|N5
張|は|N5
強|つよ|N5
弾|ひ|N5
彼|かれ|N5
彼女|かのじょ|N5
彼氏|かれし|N5
往復|おうふく|N5
待|ま|N5
後|あと|N5
心配|しんぱい|N5
必要|ひつよう|N5
忘|わす|N5
忙|いそが|N5
怒|おこ|N5
怖|こわ|N5
思|おも|N5
急|いそ|N5
急行|きゅうこう|N5
性格|せいかく|N5
悪|わる|N5
悲|かな|N5
意味|いみ|N5
意地悪|いじわる|N5
意見|いけん|N5
感|かん|N5
感謝|かんしゃ|N5
成績|せいせき|N5
戸|と|N5
所|ところ|N5
手|て|N5
手伝|てつだ|N5
手紙|てがみ|N5
手術|しゅじゅつ|N5
手袋|てぶくろ|N5
払|はら|N5
抗生物質|こうせいぶっしつ|N5
押|お|N5
持|も|N5
指|ゆび|N5
指定席|していせき|N5
捨|す|N5
掃除|そうじ|N5
授業|じゅぎょう|N5
掛|か|N5
探|さが|N5
撮|と|N5
改札|かいさつ|N5
政治|せいじ|N5
教|おし|N5
教室|きょうしつ|N5
教師|きょうし|N5
教科書|きょうかしょ|N5
散歩|さんぽ|N5
文化|ぶんか|N5
文法|ぶんぽう|N5
文章|ぶんしょう|N5
料理|りょうり|N5
新|あたら|N5
新幹線|しんかんせん|N5
新聞|しんぶん|N5
方|かた|N5
方言|ほうげん|N5
方面|ほうめん|N5
旅行|りょこう|N5
日曜日|にちようび|N5
日本|にほん|N5
日本人|にほんじん|N5
日本語|にほんご|N5
日記|にっき|N5
早|はや|N5
明|あか|N5
明後日|あさって|N5
明日|あした|N5
易|やさ|N5
映画|えいが|N5
映画館|えいがかん|N5
春|はる|N5
昨日|きのう|N5
昼|ひる|N5
時|とき|N5
時々|ときどき|N5
時計|とけい|N5
時間|じかん|N5
晩|ばん|N5
普通|ふつう|N5
景色|けしき|N5
晴|は|N5
暇|ひま|N5
暑|あつ|N5
暖|あたた|N5
暗|くら|N5
曇|くも|N5
曲|ま|N5
書|か|N5
最初|さいしょ|N5
最後|さいご|N5
最近|さいきん|N5
月|つき|N5
月曜日|げつようび|N5
有|あ|N5
有名|ゆうめい|N5
有名人|ゆうめいじん|N5
服|ふく|N5
朝|あさ|N5
木|き|N5
木曜日|もくようび|N5
本|ほん|N5
本屋|ほんや|N5
本当|ほんとう|N5
本棚|ほんだな|N5
机|つくえ|N5
村|むら|N5
来|く|N5
来学期|らいがっき|N5
来年|らいねん|N5
来月|らいげつ|N5
来週|らいしゅう|N5
東|ひがし|N5
林|はやし|N5
枚|まい|N5
果物|くだもの|N5
格好|かっこう|N5
案内|あんない|N5
森|もり|N5
椅子|いす|N5
楽|たの|N5
様|さま|N5
横|よこ|N5
橋|はし|N5
機会|きかい|N5
次|つぎ|N5
次発|じはつ|N5
欲|ほ|N5
歌|うた|N5
歌手|かしゅ|N5
歌舞伎|かぶき|N5
止|や|N5
正月|しょうがつ|N5
歩|ある|N5
歯|は|N5
歯科|しか|N5
歳|さい|N5
歴史|れきし|N5
死|し|N5
残|のこ|N5
残念|ざんねん|N5
母|はは|N5
毎日|まいにち|N5
毎晩|まいばん|N5
毎朝|まいあさ|N5
毎週|まいしゅう|N5
気分|きぶん|N5
気持|きも|N5
気温|きおん|N5
水|みず|N5
水曜日|すいようび|N5
水色|みずいろ|N5
汚|きたな|N5
決|き|N5
沢山|たくさん|N5
泊|と|N5
泣|な|N5
注射|ちゅうしゃ|N5
注意|ちゅうい|N5
泳|およ|N5
洗|あら|N5
洗濯|せんたく|N5
浴|あ|N5
海|うみ|N5
海外|かいがい|N5
消|け|N5
消防士|しょうぼうし|N5
涼|すず|N5
渡|わた|N5
温|ぬる|N5
温泉|おんせん|N5
湖|みずうみ|N5
漢字|かんじ|N5
漫画|まんが|N5
漫画家|まんがか|N5
火|ひ|N5
火傷|やけど|N5
火曜日|かようび|N5
灰皿|はいざら|N5
灰色|はいいろ|N5
点|つ|N5
点滴|てんてき|N5
無|な|N5
然|そ|N5
煩|うるさ|N5
熱|あつ|N5
父|ちち|N5
片道|かたみち|N5
牛|うし|N5
牛乳|ぎゅうにゅう|N5
牛肉|ぎゅうにく|N5
物|もの|N5
特急|とっきゅう|N5
犬|いぬ|N5
狭|せま|N5
猫|ねこ|N5
玄関|げんかん|N5
玉|たま|N5
王|おう|N5
玩具|おもちゃ|N5
理由|りゆう|N5
甘|あま|N5
生|う|N5
生徒|せいと|N5
生活|せいかつ|N5
生物学|せいぶつがく|N5
産婦人科|さんふじんか|N5
用事|ようじ|N5
田舎|いなか|N5
男|おとこ|N5
町|まち|N5
留学|りゅうがく|N5
留学生|りゅうがくせい|N5
番|ばん|N5
番号|ばんごう|N5
番線|ばんせん|N5
疲|つか|N5
病気|びょうき|N5
病院|びょういん|N5
痛|いた|N5
発疹|ほっしん|N5
発音|はつおん|N5
白|しろ|N5
皆|みな|N5
目|め|N5
直|す|N5
看護師|かんごし|N5
真|ま|N5
真面目|まじめ|N5
眠|ねむ|N5
眼科|がんか|N5
眼鏡|めがね|N5
着|き|N5
着物|きもの|N5
知|し|N5
短|みじか|N5
砂糖|さとう|N5
研究者|けんきゅうしゃ|N5
砕|くだ|N5
硬|かた|N5
社長|しゃちょう|N5
神様|かみさま|N5
神社|じんじゃ|N5
祭|まつ|N5
禁止|きんし|N5
私|わたし|N5
秋|あき|N5
科学|かがく|N5
移|うつ|N5
空|そら|N5
窓|まど|N5
立|た|N5
笑|わら|N5
笠|かさ|N5
等|など|N5
答|こた|N5
箱|はこ|N5
箸|はし|N5
簡単|かんたん|N5
糸|いと|N5
約束|やくそく|N5
紅茶|こうちゃ|N5
紙|かみ|N5
素敵|すてき|N5
紫|むらさき|N5
細|ほそ|N5
紹介|しょうかい|N5
終|お|N5
終電|しゅうでん|N5
経済|けいざい|N5
結婚|けっこん|N5
結構|けっこう|N5
絵|え|N5
続|つづ|N5
綺麗|きれい|N5
緊張|きんちょう|N5
緑|みどり|N5
締|し|N5
練習|れんしゅう|N5
置|お|N5
美味|おい|N5
美術館|びじゅつかん|N5
習|なら|N5
考|かんが|N5
耳|みみ|N5
聞|き|N5
肉|にく|N5
肩|かた|N5
背|せ|N5
背中|せなか|N5
背広|せびろ|N5
胸|むね|N5
脱|ぬ|N5
自信|じしん|N5
自分|じぶん|N5
自動車|じどうしゃ|N5
自然|しぜん|N5
自由席|じゆうせき|N5
自転車|じてんしゃ|N5
興味|きょうみ|N5
船|ふね|N5
良|よ|N5
色|いろ|N5
色々|いろいろ|N5
花|はな|N5
花瓶|かびん|N5
花見|はなみ|N5
若|わか|N5
英語|えいご|N5
苺|いちご|N5
茶|ちゃ|N5
茶碗|ちゃわん|N5
茶色|ちゃいろ|N5
草|くさ|N5
荷物|にもつ|N5
菓子|かし|N5
落|お|N5
葉書|はがき|N5
薬|くすり|N5
蜜柑|みかん|N5
行|い|N5
行目|ぎょうめ|N5
袋|ふくろ|N5
被|かぶ|N5
西|にし|N5
要|い|N5
見|み|N5
覚|おぼ|N5
親切|しんせつ|N5
角|かど|N5
言|い|N5
言葉|ことば|N5
試合|しあい|N5
試験|しけん|N5
詰|つま|N5
話|はなし|N5
誕生日|たんじょうび|N5
語|ご|N5
説明|せつめい|N5
読|よ|N5
誰|だれ|N5
警官|けいかん|N5
警察|けいさつ|N5
警察官|けいさつかん|N5
豚|とん|N5
豚肉|ぶたにく|N5
財布|さいふ|N5
貰|もら|N5
買|か|N5
貸|か|N5
賑|にぎ|N5
質問|しつもん|N5
赤|あか|N5
走|はし|N5
起|お|N5
趣味|しゅみ|N5
足|あし|N5
踊|おど|N5
身長|しんちょう|N5
車|くるま|N5
軽|かる|N5
辛|から|N5
辞書|じしょ|N5
辺|へん|N5
近|ちか|N5
近所|きんじょ|N5
返|かえ|N5
返事|へんじ|N5
送|おく|N5
速|はや|N5
週末|しゅうまつ|N5
週間|しゅうかん|N5
遅|おそ|N5
遅刻|ちこく|N5
遊|あそ|N5
運動|うんどう|N5
運転|うんてん|N5
道|みち|N5
違|ちが|N5
遠|とお|N5
選手|せんしゅ|N5
選択|せんたく|N5
部屋|へや|N5
酒|さけ|N5
醤油|しょうゆ|N5
野球|やきゅう|N5
野菜|やさい|N5
金|かね|N5
金持|かねも|N5
金曜日|きんようび|N5
金色|きんいろ|N5
釣|つ|N5
鉛筆|えんぴつ|N5
銀色|ぎんいろ|N5
銀行|ぎんこう|N5
鍵|かぎ|N5
長|なが|N5
門|もん|N5
閉|し|N5
開|ひら|N5
間|あいだ|N5
関係|かんけい|N5
降|お|N5
階段|かいだん|N5
隣|となり|N5
集|あつ|N5
雑誌|ざっし|N5
難|むずか|N5
雨|あめ|N5
雪|ゆき|N5
雲|くも|N5
零|れい|N5
電気|でんき|N5
電話|でんわ|N5
電車|でんしゃ|N5
青|あお|N5
青信号|あおしんごう|N5
静|しず|N5
面白|おもしろ|N5
靴|くつ|N5
靴下|くつした|N5
鞄|かばん|N5
音楽|おんがく|N5
頃|ころ|N5
頭|あたま|N5
頼|たの|N5
顔|かお|N5
願|ねが|N5
風|かぜ|N5
風呂|ふろ|N5
風邪|かぜ|N5
飛|と|N5
飛行場|ひこうじょう|N5
飛行機|ひこうき|N5
食|た|N5
食堂|しょくどう|N5
飲|の|N5
飴|あめ|N5
飼|か|N5
餅|もち|N5
首|くび|N5
駅|えき|N5
骨折|こっせつ|N5
高|たか|N5
高校|こうこう|N5
高校生|こうこうせい|N5
髪|かみ|N5
魚|さかな|N5
鳥|とり|N5
鶏肉|とりにく|N5
黄色|きいろ|N5
黒|くろ|N5
黒板|こくばん|N5
鼻|はな|N5
鼻水|はなみず|N5
Ｌ|エル|N5
Ｔ|ティー|N5
Ｙ|ワイ|N5
